,Date,Cash,Shares,SharePrice,NetWorth,Benchmark
696,2005-04-22,41596.399999999994,0.0,14.07,41596.399999999994,40085.44
697,2005-04-25,41596.399999999994,0.0,14.25,41596.399999999994,40598.26
698,2005-04-26,41596.399999999994,0.0,14.2,41596.399999999994,40455.81
699,2005-04-27,41596.399999999994,0.0,13.95,41596.399999999994,39743.56
700,2005-04-28,41596.399999999994,0.0,13.12,41596.399999999994,37378.89
701,2005-04-29,41596.399999999994,0.0,13.39,41596.399999999994,38148.12
702,2005-05-02,41596.399999999994,0.0,13.91,41596.399999999994,39629.600000000006
703,2005-05-03,41596.399999999994,0.0,13.67,41596.399999999994,38945.840000000004
704,2005-05-04,41596.399999999994,0.0,13.81,41596.399999999994,39344.700000000004
705,2005-05-05,41596.399999999994,0.0,13.69,41596.399999999994,39002.82
706,2005-05-06,41596.399999999994,0.0,13.85,41596.399999999994,39458.66
707,2005-05-09,41596.399999999994,0.0,13.87,41596.399999999994,39515.64
708,2005-05-10,41596.399999999994,0.0,14.28,41596.399999999994,40683.73
709,2005-05-11,41596.399999999994,0.0,13.53,41596.399999999994,38546.98
710,2005-05-12,41596.399999999994,0.0,12.92,41596.399999999994,36809.090000000004
711,2005-05-13,41596.399999999994,0.0,12.75,41596.399999999994,36324.76
712,2005-05-16,41596.399999999994,0.0,11.82,41596.399999999994,33675.19
713,2005-05-17,41596.399999999994,0.0,12.55,41596.399999999994,35754.96000000001
714,2005-05-18,41596.399999999994,0.0,12.99,41596.399999999994,37008.520000000004
715,2005-05-19,41596.399999999994,0.0,12.88,41596.399999999994,36695.130000000005
716,2005-05-20,41596.399999999994,0.0,12.34,41596.399999999994,35156.67
717,2005-05-23,41596.399999999994,0.0,12.39,41596.399999999994,35299.12
718,2005-05-24,41596.399999999994,0.0,12.68,41596.399999999994,36125.33
719,2005-05-25,41596.399999999994,0.0,12.55,41596.399999999994,35754.96000000001
720,2005-05-26,41596.399999999994,0.0,13.03,41596.399999999994,37122.48
721,2005-05-27,41596.399999999994,0.0,13.57,41596.399999999994,38660.94
722,2005-05-31,41596.399999999994,0.0,13.57,41596.399999999994,38660.94
723,2005-06-01,41596.399999999994,0.0,14.03,41596.399999999994,39971.48
724,2005-06-02,41596.399999999994,0.0,14.04,41596.399999999994,39999.97
725,2005-06-03,41596.399999999994,0.0,14.47,41596.399999999994,41225.04
726,2005-06-06,41596.399999999994,0.0,14.32,41596.399999999994,40797.69
727,2005-06-07,41596.399999999994,0.0,14.17,41596.399999999994,40370.340000000004
728,2005-06-08,41596.399999999994,0.0,13.69,41596.399999999994,39002.82
729,2005-06-09,41596.399999999994,0.0,13.72,41596.399999999994,39088.29
730,2005-06-10,41596.399999999994,0.0,13.92,41596.399999999994,39658.090000000004
731,2005-06-13,41596.399999999994,0.0,14.13,41596.399999999994,40256.380000000005
732,2005-06-14,41596.399999999994,0.0,13.88,41596.399999999994,39544.130000000005
733,2005-06-15,41596.399999999994,0.0,14.21,41596.399999999994,40484.3
734,2005-06-16,0.9199999999982538,2724.0,15.27,41596.399999999994,43504.24
735,2005-06-17,0.9199999999982538,2724.0,15.3,41678.12,43589.71000000001
736,2005-06-20,0.9199999999982538,2724.0,14.99,41678.12,42706.520000000004
737,2005-06-21,0.9199999999982538,2724.0,14.87,41678.12,42364.64
738,2005-06-22,0.9199999999982538,2724.0,14.97,41678.12,42649.54
739,2005-06-23,0.9199999999982538,2724.0,14.62,41678.12,41652.39
740,2005-06-24,0.9199999999982538,2724.0,14.03,41678.12,39971.48
741,2005-06-27,0.9199999999982538,2724.0,13.92,41678.12,39658.090000000004
742,2005-06-28,0.9199999999982538,2724.0,14.15,41678.12,40313.36
743,2005-06-29,0.9199999999982538,2724.0,14.2,41678.12,40455.81
744,2005-06-30,0.9199999999982538,2724.0,14.15,41678.12,40313.36
745,2005-07-01,0.9199999999982538,2724.0,14.15,41678.12,40313.36
746,2005-07-05,0.9199999999982538,2724.0,14.35,41678.12,40883.16
747,2005-07-06,0.9199999999982538,2724.0,14.96,41678.12,42621.05
748,2005-07-07,0.9199999999982538,2724.0,14.88,41678.12,42393.130000000005
749,2005-07-08,0.9199999999982538,2724.0,15.32,41678.12,43646.69
750,2005-07-11,0.9199999999982538,2724.0,15.52,42277.399999999994,44216.49
751,2005-07-12,0.9199999999982538,2724.0,15.98,43530.44,45527.030000000006
752,2005-07-13,0.9199999999982538,2724.0,15.91,43339.76,45327.600000000006
753,2005-07-14,0.9199999999982538,2724.0,15.49,43339.76,44131.020000000004
754,2005-07-15,0.9199999999982538,2724.0,15.14,43339.76,43133.87
755,2005-07-18,0.9199999999982538,2724.0,15.79,43339.76,44985.72
756,2005-07-19,0.9199999999982538,2724.0,15.94,43339.76,45413.07
757,2005-07-20,0.9199999999982538,2724.0,16.34,44511.079999999994,46552.67
758,2005-07-21,0.9199999999982538,2724.0,16.34,44511.079999999994,46552.67
759,2005-07-22,0.9199999999982538,2724.0,16.56,44511.079999999994,47179.45
760,2005-07-25,0.9199999999982538,2724.0,16.49,44511.079999999994,46980.02
761,2005-07-26,0.9199999999982538,2724.0,15.9,44511.079999999994,45299.11
762,2005-07-27,0.9199999999982538,2724.0,15.73,44511.079999999994,44814.780000000006
763,2005-07-28,0.9199999999982538,2724.0,16.17,44511.079999999994,46068.340000000004
764,2005-07-29,0.9199999999982538,2724.0,16.16,44511.079999999994,46039.850000000006
765,2005-08-01,0.9199999999982538,2724.0,16.16,44511.079999999994,46039.850000000006
766,2005-08-02,0.9199999999982538,2724.0,16.52,44511.079999999994,47065.49
767,2005-08-03,0.9199999999982538,2724.0,16.98,46254.44,48376.030000000006
768,2005-08-04,0.9199999999982538,2724.0,16.43,46254.44,46809.08
769,2005-08-05,0.9199999999982538,2724.0,16.06,46254.44,45754.95
770,2005-08-08,0.9199999999982538,2724.0,16.57,46254.44,47207.94
771,2005-08-09,0.9199999999982538,2724.0,16.36,46254.44,46609.65
772,2005-08-10,0.9199999999982538,2724.0,16.88,46254.44,48091.13
773,2005-08-11,0.9199999999982538,2724.0,17.09,46554.079999999994,48689.42
774,2005-08-12,0.9199999999982538,2724.0,16.92,46554.079999999994,48205.090000000004
775,2005-08-15,0.9199999999982538,2724.0,16.7,46554.079999999994,47578.31
776,2005-08-16,0.9199999999982538,2724.0,16.65,46554.079999999994,47435.86
777,2005-08-17,0.9199999999982538,2724.0,16.46,46554.079999999994,46894.55
778,2005-08-18,0.9199999999982538,2724.0,15.91,46554.079999999994,45327.600000000006
779,2005-08-19,0.9199999999982538,2724.0,16.08,46554.079999999994,45811.93
780,2005-08-22,0.9199999999982538,2724.0,16.5,46554.079999999994,47008.51
781,2005-08-23,0.9199999999982538,2724.0,16.36,46554.079999999994,46609.65
782,2005-08-24,0.9199999999982538,2724.0,16.28,46554.079999999994,46381.73
783,2005-08-25,0.9199999999982538,2724.0,16.42,46554.079999999994,46780.590000000004
784,2005-08-26,0.9199999999982538,2724.0,16.42,46554.079999999994,46780.590000000004
785,2005-08-29,0.9199999999982538,2724.0,16.02,46554.079999999994,45640.99
786,2005-08-30,0.9199999999982538,2724.0,16.31,46554.079999999994,46467.2
787,2005-08-31,0.9199999999982538,2724.0,16.28,46554.079999999994,46381.73
788,2005-09-01,0.9199999999982538,2724.0,17.09,46554.079999999994,48689.42
789,2005-09-02,0.9199999999982538,2724.0,17.48,47616.44,49800.530000000006
790,2005-09-06,0.9199999999982538,2724.0,17.88,48706.03999999999,50940.13
791,2005-09-07,0.9199999999982538,2724.0,17.67,48134.0,50341.840000000004
792,2005-09-08,0.9199999999982538,2724.0,17.89,48733.28,50968.62
793,2005-09-09,0.9199999999982538,2724.0,17.77,48733.28,50626.74
794,2005-09-12,0.9199999999982538,2724.0,18.2,49577.719999999994,51851.81
795,2005-09-13,0.9199999999982538,2724.0,18.16,49577.719999999994,51737.850000000006
796,2005-09-14,0.9199999999982538,2724.0,17.99,49577.719999999994,51253.52
797,2005-09-15,0.9199999999982538,2724.0,17.77,49577.719999999994,50626.74
798,2005-09-16,0.9199999999982538,2724.0,18.2,49577.719999999994,51851.81
799,2005-09-19,0.9199999999982538,2724.0,18.83,51293.84,53646.68
800,2005-09-20,0.9199999999982538,2724.0,18.52,51293.84,52763.49
801,2005-09-21,0.9199999999982538,2724.0,18.35,51293.84,52279.16
802,2005-09-22,0.9199999999982538,2724.0,18.13,51293.84,51652.38
803,2005-09-23,0.9199999999982538,2724.0,18.2,51293.84,51851.81
804,2005-09-26,0.9199999999982538,2724.0,18.72,51293.84,53333.29
805,2005-09-27,0.9199999999982538,2724.0,18.69,51293.84,53247.82000000001
806,2005-09-28,0.9199999999982538,2724.0,19.01,51293.84,54159.50000000001
807,2005-09-29,0.9199999999982538,2724.0,19.15,51293.84,54558.36
808,2005-09-30,0.9199999999982538,2724.0,18.86,51293.84,53732.15
809,2005-10-03,0.9199999999982538,2724.0,18.7,51293.84,53276.31
810,2005-10-04,0.9199999999982538,2724.0,18.91,51293.84,53874.600000000006
811,2005-10-05,0.9199999999982538,2724.0,18.0,51293.84,51282.01
812,2005-10-06,47289.56,0.0,17.36,47289.56,49458.65
813,2005-10-07,47289.56,0.0,17.71,47289.56,50455.8
814,2005-10-10,47289.56,0.0,17.71,47289.56,50455.8
815,2005-10-11,47289.56,0.0,18.61,47289.56,53019.9
816,2005-10-12,47289.56,0.0,18.14,47289.56,51680.87
817,2005-10-13,47289.56,0.0,17.33,47289.56,49373.18
818,2005-10-14,47289.56,0.0,17.19,47289.56,48974.32000000001
819,2005-10-17,47289.56,0.0,17.61,47289.56,50170.9
820,2005-10-18,47289.56,0.0,17.13,47289.56,48803.38
821,2005-10-19,47289.56,0.0,17.09,47289.56,48689.42
822,2005-10-20,47289.56,0.0,17.03,47289.56,48518.48
823,2005-10-21,47289.56,0.0,17.3,47289.56,49287.71000000001
824,2005-10-24,47289.56,0.0,17.49,47289.56,49829.02
825,2005-10-25,47289.56,0.0,17.76,47289.56,50598.25000000001
826,2005-10-26,47289.56,0.0,18.23,47289.56,51937.280000000006
827,2005-10-27,47289.56,0.0,18.16,47289.56,51737.850000000006
828,2005-10-28,47289.56,0.0,17.41,47289.56,49601.100000000006
829,2005-10-31,47289.56,0.0,17.55,47289.56,49999.96000000001
830,2005-11-01,47289.56,0.0,17.61,47289.56,50170.9
831,2005-11-02,47289.56,0.0,18.26,47289.56,52022.75000000001
832,2005-11-03,47289.56,0.0,18.49,47289.56,52678.02
833,2005-11-04,47289.56,0.0,18.49,47289.56,52678.02
834,2005-11-07,47289.56,0.0,18.6,47289.56,52991.41
835,2005-11-08,47289.56,0.0,18.33,47289.56,52222.18
836,2005-11-09,47289.56,0.0,18.33,47289.56,52222.18
837,2005-11-10,47289.56,0.0,18.13,47289.56,51652.38
838,2005-11-11,47289.56,0.0,17.87,47289.56,50911.64000000001
839,2005-11-14,47289.56,0.0,17.61,47289.56,50170.9
840,2005-11-15,47289.56,0.0,17.61,47289.56,50170.9
841,2005-11-16,47289.56,0.0,17.88,47289.56,50940.13
842,2005-11-17,47289.56,0.0,18.08,47289.56,51509.93
843,2005-11-18,47289.56,0.0,17.98,47289.56,51225.030000000006
844,2005-11-21,7.930000000000291,2519.0,18.77,47289.56,53475.74
845,2005-11-22,7.930000000000291,2519.0,19.04,47969.689999999995,54244.97
846,2005-11-23,7.930000000000291,2519.0,19.43,48952.1,55356.08
847,2005-11-25,7.930000000000291,2519.0,19.25,48498.68,54843.26
848,2005-11-28,7.930000000000291,2519.0,19.46,49027.670000000006,55441.55
849,2005-11-29,7.930000000000291,2519.0,19.45,49027.670000000006,55413.06
850,2005-11-30,7.930000000000291,2519.0,19.31,49027.670000000006,55014.2
851,2005-12-01,7.930000000000291,2519.0,19.9,50136.03,56695.11
852,2005-12-02,7.930000000000291,2519.0,20.19,50866.54,57521.32000000001
853,2005-12-05,7.930000000000291,2519.0,20.84,52503.89,59373.17
854,2005-12-06,7.930000000000291,2519.0,21.04,53007.689999999995,59942.97
855,2005-12-07,7.930000000000291,2519.0,20.79,53007.689999999995,59230.72
856,2005-12-08,7.930000000000291,2519.0,20.49,53007.689999999995,58376.02
857,2005-12-09,7.930000000000291,2519.0,20.71,53007.689999999995,59002.8
858,2005-12-12,7.930000000000291,2519.0,20.34,53007.689999999995,57948.67
859,2005-12-13,7.930000000000291,2519.0,20.86,53007.689999999995,59430.15
860,2005-12-14,7.930000000000291,2519.0,20.58,53007.689999999995,58632.43
861,2005-12-15,7.930000000000291,2519.0,20.63,53007.689999999995,58774.88
862,2005-12-16,7.930000000000291,2519.0,20.98,53007.689999999995,59772.030000000006
863,2005-12-19,7.930000000000291,2519.0,21.0,53007.689999999995,59829.01
864,2005-12-20,7.930000000000291,2519.0,20.85,53007.689999999995,59401.66
865,2005-12-21,7.930000000000291,2519.0,21.55,53007.689999999995,61395.96000000001
866,2005-12-22,7.930000000000291,2519.0,21.41,53007.689999999995,60997.100000000006
867,2005-12-23,7.930000000000291,2519.0,21.69,53007.689999999995,61794.82000000001
868,2005-12-27,7.930000000000291,2519.0,21.69,53007.689999999995,61794.82000000001
869,2005-12-28,7.930000000000291,2519.0,22.26,56080.87,63418.75000000001
870,2005-12-29,7.930000000000291,2519.0,22.64,57038.090000000004,64501.37
871,2005-12-30,7.930000000000291,2519.0,22.74,57289.99,64786.27
872,2006-01-03,7.930000000000291,2519.0,22.5,57289.99,64102.51
873,2006-01-04,7.930000000000291,2519.0,23.47,59128.86,66866.04
874,2006-01-05,7.930000000000291,2519.0,22.81,59128.86,64985.7
875,2006-01-06,7.930000000000291,2519.0,23.14,59128.86,65925.87
876,2006-01-09,7.930000000000291,2519.0,23.93,60287.6,68176.57999999999
877,2006-01-10,7.930000000000291,2519.0,23.0,60287.6,65527.01
878,2006-01-11,7.930000000000291,2519.0,23.44,60287.6,66780.56999999999
879,2006-01-12,7.930000000000291,2519.0,23.16,60287.6,65982.84999999999
880,2006-01-13,7.930000000000291,2519.0,22.94,60287.6,65356.07000000001
881,2006-01-17,7.930000000000291,2519.0,23.8,60287.6,67806.20999999999
882,2006-01-18,7.930000000000291,2519.0,23.1,60287.6,65811.91
883,2006-01-19,7.930000000000291,2519.0,24.69,62202.04,70341.81999999999
884,2006-01-20,7.930000000000291,2519.0,24.87,62655.46000000001,70854.64
885,2006-01-23,7.930000000000291,2519.0,24.97,62907.36,71139.54
886,2006-01-24,7.930000000000291,2519.0,25.12,63285.21000000001,71566.89
887,2006-01-25,7.930000000000291,2519.0,25.74,64846.99,73333.26999999999
888,2006-01-26,7.930000000000291,2519.0,25.91,65275.22,73817.59999999999
889,2006-01-27,7.930000000000291,2519.0,26.69,67240.04000000001,76039.81999999999
890,2006-01-30,7.930000000000291,2519.0,26.95,67894.98000000001,76780.56
891,2006-01-31,7.930000000000291,2519.0,27.25,68650.68,77635.26
892,2006-02-01,7.930000000000291,2519.0,27.06,68650.68,77093.95
893,2006-02-02,7.930000000000291,2519.0,27.02,68650.68,76979.98999999999
894,2006-02-03,7.930000000000291,2519.0,26.42,68650.68,75270.59
895,2006-02-06,7.930000000000291,2519.0,26.53,68650.68,75583.98
896,2006-02-07,7.930000000000291,2519.0,25.08,68650.68,71452.93
897,2006-02-08,7.930000000000291,2519.0,25.48,68650.68,72592.53
898,2006-02-09,7.930000000000291,2519.0,26.12,68650.68,74415.89
899,2006-02-10,7.930000000000291,2519.0,24.46,68650.68,69686.55
900,2006-02-13,7.930000000000291,2519.0,23.12,68650.68,65868.89
901,2006-02-14,7.930000000000291,2519.0,24.17,68650.68,68860.34
902,2006-02-15,7.930000000000291,2519.0,23.43,68650.68,66752.07999999999
903,2006-02-16,7.930000000000291,2519.0,24.28,68650.68,69173.73
904,2006-02-17,7.930000000000291,2519.0,25.47,68650.68,72564.04
905,2006-02-21,7.930000000000291,2519.0,26.66,68650.68,75954.34999999999
906,2006-02-22,7.930000000000291,2519.0,26.22,68650.68,74700.79
907,2006-02-23,7.930000000000291,2519.0,25.8,68650.68,73504.20999999999
908,2006-02-24,7.930000000000291,2519.0,25.91,68650.68,73817.59999999999
909,2006-02-27,7.930000000000291,2519.0,25.73,68650.68,73304.78
910,2006-02-28,7.930000000000291,2519.0,26.02,68650.68,74130.98999999999
911,2006-03-01,7.930000000000291,2519.0,26.95,68650.68,76780.56
912,2006-03-02,7.930000000000291,2519.0,27.67,68650.68,78831.84
913,2006-03-03,7.930000000000291,2519.0,28.13,70867.4,80142.37999999999
914,2006-03-06,7.930000000000291,2519.0,27.16,70867.4,77378.84999999999
915,2006-03-07,7.930000000000291,2519.0,25.96,70867.4,73960.05
916,2006-03-08,7.930000000000291,2519.0,25.2,70867.4,71794.81
917,2006-03-09,7.930000000000291,2519.0,25.56,70867.4,72820.45
918,2006-03-10,7.930000000000291,2519.0,25.5,70867.4,72649.51
919,2006-03-13,7.930000000000291,2519.0,25.26,70867.4,71965.75
920,2006-03-14,7.930000000000291,2519.0,25.34,70867.4,72193.67
921,2006-03-15,7.930000000000291,2519.0,26.62,70867.4,75840.39
922,2006-03-16,7.930000000000291,2519.0,26.48,70867.4,75441.53
923,2006-03-17,7.930000000000291,2519.0,26.5,70867.4,75498.51
924,2006-03-20,7.930000000000291,2519.0,27.04,70867.4,77036.96999999999
925,2006-03-21,7.930000000000291,2519.0,26.74,70867.4,76182.26999999999
926,2006-03-22,7.930000000000291,2519.0,26.38,70867.4,75156.62999999999
927,2006-03-23,7.930000000000291,2519.0,27.02,70867.4,76979.98999999999
928,2006-03-24,7.930000000000291,2519.0,27.72,70867.4,78974.29
929,2006-03-27,7.930000000000291,2519.0,27.24,70867.4,77606.76999999999
930,2006-03-28,7.930000000000291,2519.0,26.79,70867.4,76324.71999999999
931,2006-03-29,7.930000000000291,2519.0,27.05,70867.4,77065.45999999999
932,2006-03-30,7.930000000000291,2519.0,27.81,70867.4,79230.7
933,2006-03-31,7.930000000000291,2519.0,27.08,70867.4,77150.93
934,2006-04-03,7.930000000000291,2519.0,27.76,70867.4,79088.25
935,2006-04-04,7.930000000000291,2519.0,28.03,70867.4,79857.48
936,2006-04-05,7.930000000000291,2519.0,29.07,73235.26000000001,82820.44
937,2006-04-06,7.930000000000291,2519.0,30.5,76837.43,86894.51
938,2006-04-07,7.930000000000291,2519.0,29.83,75149.69999999998,84985.68
939,2006-04-10,7.930000000000291,2519.0,31.46,79255.67000000001,89629.55
940,2006-04-11,7.930000000000291,2519.0,30.35,79255.67000000001,86467.16
941,2006-04-12,7.930000000000291,2519.0,30.36,79255.67000000001,86495.65
942,2006-04-13,7.930000000000291,2519.0,30.01,79255.67000000001,85498.5
943,2006-04-17,7.930000000000291,2519.0,30.19,79255.67000000001,86011.31999999999
944,2006-04-18,7.930000000000291,2519.0,31.77,80036.56,90512.73999999999
945,2006-04-19,7.930000000000291,2519.0,31.74,80036.56,90427.26999999999
946,2006-04-20,7.930000000000291,2519.0,30.74,80036.56,87578.26999999999
947,2006-04-21,7.930000000000291,2519.0,30.87,80036.56,87948.64
948,2006-04-24,7.930000000000291,2519.0,30.18,80036.56,85982.82999999999
949,2006-04-25,7.930000000000291,2519.0,29.83,80036.56,84985.68
950,2006-04-26,7.930000000000291,2519.0,29.79,80036.56,84871.71999999999
951,2006-04-27,7.930000000000291,2519.0,28.81,80036.56,82079.7
952,2006-04-28,7.930000000000291,2519.0,28.81,80036.56,82079.7
953,2006-05-01,7.930000000000291,2519.0,29.4,80036.56,83760.60999999999
954,2006-05-02,7.930000000000291,2519.0,29.44,80036.56,83874.56999999999
955,2006-05-03,7.930000000000291,2519.0,29.01,80036.56,82649.5
956,2006-05-04,7.930000000000291,2519.0,29.75,80036.56,84757.76
957,2006-05-05,7.930000000000291,2519.0,30.16,80036.56,85925.84999999999
958,2006-05-08,7.930000000000291,2519.0,28.87,80036.56,82250.64
959,2006-05-09,7.930000000000291,2519.0,29.48,80036.56,83988.53
960,2006-05-10,7.930000000000291,2519.0,28.85,80036.56,82193.66
961,2006-05-11,69658.28,0.0,27.65,69658.28,78774.85999999999
962,2006-05-12,69658.28,0.0,27.43,69658.28,78148.07999999999
963,2006-05-15,69658.28,0.0,26.17,69658.28,74558.34
964,2006-05-16,69658.28,0.0,26.42,69658.28,75270.59
965,2006-05-17,69658.28,0.0,25.39,69658.28,72336.12
966,2006-05-18,69658.28,0.0,25.06,69658.28,71395.95
967,2006-05-19,69658.28,0.0,24.6,69658.28,70085.41
968,2006-05-22,69658.28,0.0,24.6,69658.28,70085.41
969,2006-05-23,69658.28,0.0,24.53,69658.28,69885.98
970,2006-05-24,69658.28,0.0,24.17,69658.28,68860.34
971,2006-05-25,69658.28,0.0,25.65,69658.28,73076.85999999999
972,2006-05-26,69658.28,0.0,26.95,69658.28,76780.56
973,2006-05-30,69658.28,0.0,27.13,69658.28,77293.37999999999
974,2006-05-31,69658.28,0.0,26.82,69658.28,76410.19
975,2006-06-01,69658.28,0.0,26.14,69658.28,74472.87
976,2006-06-02,69658.28,0.0,25.78,69658.28,73447.23
977,2006-06-05,69658.28,0.0,24.83,69658.28,70740.68
978,2006-06-06,69658.28,0.0,24.12,69658.28,68717.89
979,2006-06-07,69658.28,0.0,24.43,69658.28,69601.07999999999
980,2006-06-08,69658.28,0.0,23.94,69658.28,68205.06999999999
981,2006-06-09,69658.28,0.0,24.65,69658.28,70227.85999999999
982,2006-06-12,69658.28,0.0,23.13,69658.28,65897.37999999999
983,2006-06-13,69658.28,0.0,21.9,69658.28,62393.11
984,2006-06-14,69658.28,0.0,22.37,69658.28,63732.14000000001
985,2006-06-15,69658.28,0.0,23.85,69658.28,67948.66
986,2006-06-16,69658.28,0.0,23.26,69658.28,66267.75
987,2006-06-19,69658.28,0.0,22.92,69658.28,65299.090000000004
988,2006-06-20,69658.28,0.0,23.02,69658.28,65583.98999999999
989,2006-06-21,69658.28,0.0,23.66,69658.28,67407.34999999999
990,2006-06-22,69658.28,0.0,23.76,69658.28,67692.25
991,2006-06-23,69658.28,0.0,23.37,69658.28,66581.14
992,2006-06-26,69658.28,0.0,24.49,69658.28,69772.01999999999
993,2006-06-27,69658.28,0.0,23.65,69658.28,67378.85999999999
994,2006-06-28,69658.28,0.0,23.2,69658.28,66096.81
995,2006-06-29,69658.28,0.0,24.74,69658.28,70484.26999999999
996,2006-06-30,69658.28,0.0,25.06,69658.28,71395.95
997,2006-07-03,11.239999999990687,2687.0,25.92,69658.28,73846.09
998,2006-07-05,11.239999999990687,2687.0,25.32,69658.28,72136.69
999,2006-07-06,11.239999999990687,2687.0,25.58,69658.28,72877.43
1000,2006-07-07,11.239999999990687,2687.0,25.95,69658.28,73931.56
1001,2006-07-10,11.239999999990687,2687.0,26.12,69658.28,74415.89
1002,2006-07-11,11.239999999990687,2687.0,26.11,69658.28,74387.4
1003,2006-07-12,11.239999999990687,2687.0,25.8,69658.28,73504.20999999999
1004,2006-07-13,11.239999999990687,2687.0,25.18,69658.28,71737.82999999999
1005,2006-07-14,11.239999999990687,2687.0,24.97,69658.28,71139.54
1006,2006-07-17,11.239999999990687,2687.0,24.85,69658.28,70797.66
1007,2006-07-18,11.239999999990687,2687.0,25.31,69658.28,72108.2
1008,2006-07-19,11.239999999990687,2687.0,26.07,69658.28,74273.44
1009,2006-07-20,11.239999999990687,2687.0,25.21,69658.28,71823.3
1010,2006-07-21,11.239999999990687,2687.0,24.14,69658.28,68774.87
1011,2006-07-24,11.239999999990687,2687.0,24.39,69658.28,69487.12
1012,2006-07-25,11.239999999990687,2687.0,25.83,69658.28,73589.68
1013,2006-07-26,11.239999999990687,2687.0,26.58,69658.28,75726.43
1014,2006-07-27,11.239999999990687,2687.0,26.9,72291.54,76638.10999999999
1015,2006-07-28,11.239999999990687,2687.0,27.21,73124.51,77521.3
1016,2006-07-31,11.239999999990687,2687.0,27.73,74521.74999999999,79002.78
1017,2006-08-01,11.239999999990687,2687.0,28.45,76456.38999999998,81054.06
1018,2006-08-02,11.239999999990687,2687.0,29.99,80594.36999999998,85441.51999999999
1019,2006-08-03,11.239999999990687,2687.0,29.8,80083.84,84900.20999999999
1020,2006-08-04,11.239999999990687,2687.0,30.1,80889.93999999999,85754.91
1021,2006-08-07,11.239999999990687,2687.0,29.9,80889.93999999999,85185.10999999999
1022,2006-08-08,11.239999999990687,2687.0,29.06,80889.93999999999,82791.95
1023,2006-08-09,11.239999999990687,2687.0,27.71,80889.93999999999,78945.8
1024,2006-08-10,11.239999999990687,2687.0,28.43,80889.93999999999,80997.07999999999
1025,2006-08-11,11.239999999990687,2687.0,29.54,80889.93999999999,84159.46999999999
1026,2006-08-14,11.239999999990687,2687.0,29.34,80889.93999999999,83589.67
1027,2006-08-15,11.239999999990687,2687.0,29.86,80889.93999999999,85071.15
1028,2006-08-16,11.239999999990687,2687.0,30.77,80889.93999999999,87663.73999999999
1029,2006-08-17,11.239999999990687,2687.0,30.03,80889.93999999999,85555.48
1030,2006-08-18,11.239999999990687,2687.0,30.16,80889.93999999999,85925.84999999999
1031,2006-08-21,11.239999999990687,2687.0,30.49,80889.93999999999,86866.01999999999
1032,2006-08-22,11.239999999990687,2687.0,30.33,80889.93999999999,86410.18
1033,2006-08-23,11.239999999990687,2687.0,29.16,80889.93999999999,83076.84999999999
1034,2006-08-24,11.239999999990687,2687.0,28.22,80889.93999999999,80398.79
1035,2006-08-25,11.239999999990687,2687.0,28.46,80889.93999999999,81082.55
1036,2006-08-28,11.239999999990687,2687.0,28.68,80889.93999999999,81709.32999999999
1037,2006-08-29,11.239999999990687,2687.0,28.01,80889.93999999999,79800.5
1038,2006-08-30,11.239999999990687,2687.0,28.0,80889.93999999999,79772.01
1039,2006-08-31,11.239999999990687,2687.0,28.02,80889.93999999999,79828.98999999999
1040,2006-09-01,11.239999999990687,2687.0,28.29,80889.93999999999,80598.21999999999
1041,2006-09-05,11.239999999990687,2687.0,29.64,80889.93999999999,84444.37
1042,2006-09-06,11.239999999990687,2687.0,29.4,80889.93999999999,83760.60999999999
1043,2006-09-07,11.239999999990687,2687.0,28.71,80889.93999999999,81794.8
1044,2006-09-08,11.239999999990687,2687.0,28.15,80889.93999999999,80199.35999999999
1045,2006-09-11,70034.45999999999,0.0,26.06,70034.45999999999,74244.95
1046,2006-09-12,70034.45999999999,0.0,25.99,70034.45999999999,74045.51999999999
1047,2006-09-13,70034.45999999999,0.0,26.16,70034.45999999999,74529.84999999999
1048,2006-09-14,70034.45999999999,0.0,26.02,70034.45999999999,74130.98999999999
1049,2006-09-15,70034.45999999999,0.0,25.05,70034.45999999999,71367.45999999999
1050,2006-09-18,70034.45999999999,0.0,25.66,70034.45999999999,73105.34999999999
1051,2006-09-19,70034.45999999999,0.0,25.69,70034.45999999999,73190.81999999999
1052,2006-09-20,70034.45999999999,0.0,25.51,70034.45999999999,72678.0
1053,2006-09-21,70034.45999999999,0.0,25.19,70034.45999999999,71766.31999999999
1054,2006-09-22,70034.45999999999,0.0,25.42,70034.45999999999,72421.59
1055,2006-09-25,70034.45999999999,0.0,24.39,70034.45999999999,69487.12
1056,2006-09-26,70034.45999999999,0.0,25.3,70034.45999999999,72079.70999999999
1057,2006-09-27,70034.45999999999,0.0,26.46,70034.45999999999,75384.55
1058,2006-09-28,70034.45999999999,0.0,26.95,70034.45999999999,76780.56
1059,2006-09-29,70034.45999999999,0.0,26.21,70034.45999999999,74672.3
1060,2006-10-02,70034.45999999999,0.0,26.19,70034.45999999999,74615.31999999999
1061,2006-10-03,70034.45999999999,0.0,25.23,70034.45999999999,71880.28
1062,2006-10-04,70034.45999999999,0.0,25.29,70034.45999999999,72051.21999999999
1063,2006-10-05,70034.45999999999,0.0,26.54,70034.45999999999,75612.46999999999
1064,2006-10-06,70034.45999999999,0.0,26.45,70034.45999999999,75356.06
